text	recoder	tare	rewardrepair	selfapr	gamma	allfailure
private void createCheckpointBoxes() { List<Checkpoint> checkpoints = currentState.getLevelPointForTeam().getCheckpoints(); int checkpointsCount = checkpoints.size(); int colCount = checkpointsCount / 2; if (checkpointsCount % 2 != 0) colCount += 1;  int rowCount = 5; List<TableRow> rows = new ArrayList<TableRow>(); for (int i = 0; i < rowCount; i++) { TableRow tableRow = new TableRow(inputDataActivity); rows.add(tableRow); checkpointsPanel.addView(tableRow); }  buildCheckpointsRow(rows, 0, checkpoints, colCount); buildSeparatorRow(rows.get(2)); buildCheckpointsRow(rows, 1, checkpoints, colCount); } 	1	0	1	0	0	0
public int getSBits() { return Native.fpaGetEbits(getContext().nCtx(), getNativeObject()); } 	0	0	0	1	0	0
@Override protected void onCreate(Bundle savedInstanceState) { super.onCreate(savedInstanceState); setContentView(R.layout.activity_main); trianglifyView = (TrianglifyView) findViewById(R.id.trianglify_main_view); varianceSeekBar = (SeekBar) findViewById(R.id.variance_seekbar); varianceSeekBar.setMax(100); varianceSeekBar.setProgress(trianglifyView.getVariance()); varianceSeekBar.setOnSeekBarChangeListener(new SeekBar.OnSeekBarChangeListener() { @Override public void onProgressChanged(SeekBar seekBar, int progress, boolean fromUser) { trianglifyView.setVariance(progress+1); trianglifyView.generateAndInvalidate(); }  @Override public void onStartTrackingTouch(SeekBar seekBar) {  }  @Override public void onStopTrackingTouch(SeekBar seekBar) {  } }); cellSizeSeekBar = (SeekBar) findViewById(R.id.cell_size_seekbar); int maxCellSize = 150;  cellSizeSeekBar.setMax(maxCellSize); cellSizeSeekBar.setProgress(trianglifyView.getCellSize()); cellSizeSeekBar.setOnSeekBarChangeListener(new SeekBar.OnSeekBarChangeListener() { @Override public void onProgressChanged(SeekBar seekBar, int progress, boolean fromUser) { trianglifyView.setCellSize(progress+100); trianglifyView.generateAndInvalidate(); }  @Override public void onStartTrackingTouch(SeekBar seekBar) {  }  @Override public void onStopTrackingTouch(SeekBar seekBar) {  } });  paletteSeekBar = (SeekBar) findViewById(R.id.palette_seekbar); paletteSeekBar.setMax(Palette.DEFAULT_PALETTE_COUNT - 1); paletteSeekBar.setProgress(Palette.indexOf(trianglifyView.getPalette())); paletteSeekBar.setOnSeekBarChangeListener(new SeekBar.OnSeekBarChangeListener() { @Override public void onProgressChanged(SeekBar seekBar, int progress, boolean fromUser) { trianglifyView.setPalette(Palette.getPalette(progress)); trianglifyView.invalidate(); }  @Override public void onStartTrackingTouch(SeekBar seekBar) {  }  @Override public void onStopTrackingTouch(SeekBar seekBar) {  } });  strokeCheckBox = (CheckBox) findViewById(R.id.draw_stroke_checkbox); strokeCheckBox.setChecked(trianglifyView.isDrawStrokeEnabled()); strokeCheckBox.setOnCheckedChangeListener(new CompoundButton.OnCheckedChangeListener() { @Override public void onCheckedChanged(CompoundButton buttonView, boolean isChecked) { trianglifyView.setDrawStrokeEnabled(isChecked); trianglifyView.generateAndInvalidate(); } });  fillCheckBox = (CheckBox) findViewById(R.id.draw_fill_checkbox); fillCheckBox.setChecked(trianglifyView.isFillTriangle()); fillCheckBox.setOnCheckedChangeListener(new CompoundButton.OnCheckedChangeListener() { @Override public void onCheckedChanged(CompoundButton buttonView, boolean isChecked) { trianglifyView.setFillTriangle(isChecked); trianglifyView.generateAndInvalidate(); } });  randomColoringCheckbox = (CheckBox) findViewById(R.id.random_coloring_checkbox); randomColoringCheckbox.setChecked(trianglifyView.isRandomColoringEnabled()); randomColoringCheckbox.setOnCheckedChangeListener(new CompoundButton.OnCheckedChangeListener() { @Override public void onCheckedChanged(CompoundButton buttonView, boolean isChecked) { trianglifyView.setRandomColoring(isChecked); trianglifyView.generateAndInvalidate(); } }); } 	0	0	0	1	0	0
@Override public void showInterstitial(MyAdListener adListener) { if (mMyPreferenceManager.isTimeToShowVideoInsteadOfInterstitial() && Appodeal.isLoaded(Appodeal.SKIPPABLE_VIDEO)) { Appodeal.show(this, Appodeal.NON_SKIPPABLE_VIDEO); } else { mInterstitialAd.setAdListener(adListener); mInterstitialAd.show(); } } 	1	0	1	1	0	0
public static Set<String> getUtilCacheTableKeySet() { Set<String> set = new HashSet<String>(utilCacheTable.size()); set.addAll(utilCacheTable.keySet()); return set; } 	1	0	1	1	0	0
"private Map<String, Object> createLineInfo(int keyNum, K key, CacheLine<V> line) { Map<String, Object> lineInfo = new HashMap<String, Object>(); lineInfo.put(""elementKey"", key);  if (line.getLoadTimeNanos() > 0) { lineInfo.put(""expireTimeMillis"", TimeUnit.MILLISECONDS.convert(line.getExpireTimeNanos() - System.nanoTime(), TimeUnit.NANOSECONDS)); } lineInfo.put(""lineSize"", findSizeInBytes(line.getValue())); lineInfo.put(""keyNum"", keyNum); return lineInfo; } "	1	0	1	0	0	0
@Test public void whenCheckinHealthForModuleListWithNullEntries_thenIgnoreNullEntries() { List<ModuleFitness> fitnesses = new ModuleFitnessChecker(null) .checkHealth(Arrays.asList(mock(PepperModule.class), null, mock(PepperModule.class))); assertThat(fitnesses.size()).isEqualTo(2); } 	1	0	1	0	0	0
"@Nonnull private CSSExpressionMemberMathProduct _createExpressionMathProduct (@Nonnull final CSSNode aNode) { _expectNodeType (aNode, ECSSNodeType.MATHPRODUCT);  final CSSExpressionMemberMathProduct ret = new CSSExpressionMemberMathProduct (); ret.setSourceLocation (aNode.getSourceLocation ());  // read all sums for (final CSSNode aChildNode : aNode) { if (ECSSNodeType.MATHUNIT.isNode (aChildNode, m_eVersion)) { final int nChildCount = aChildNode.jjtGetNumChildren (); if (nChildCount == 0) { final CSSExpressionMemberMathUnitSimple aMember = new CSSExpressionMemberMathUnitSimple (aChildNode.getText ()); aMember.setSourceLocation (aChildNode.getSourceLocation ()); ret.addMember (aMember); } else if (nChildCount == 1 && ECSSNodeType.FUNCTION.isNode (aChildNode.jjtGetChild (0), m_eVersion)) { // Source location is taken from aNestedProduct ret.addMember (_createExpressionFunction (aChildNode.jjtGetChild (0))); } else { if ((nChildCount % 2) != 1) _throwUnexpectedChildrenCount (aChildNode, ""CSS math unit expected odd child count and got "" + nChildCount);  final CSSExpressionMemberMathProduct aNestedProduct = new CSSExpressionMemberMathProduct (); for (int i = 0; i < nChildCount; ++i) { final CSSNode aChildChildNode = aChildNode.jjtGetChild (i); if (ECSSNodeType.MATHPRODUCT.isNode (aChildChildNode, m_eVersion)) { // Source location is taken from aNestedProduct aNestedProduct.addMember (_createExpressionMathProduct (aChildChildNode)); } else if (ECSSNodeType.MATHSUMOPERATOR.isNode (aChildChildNode, m_eVersion)) { final String sText = aChildChildNode.getText (); final ECSSMathOperator eMathOp = ECSSMathOperator.getFromNameOrNull (sText); if (eMathOp == null) s_aLogger.error (""Failed to parse math operator '"" + sText + ""'""); else aNestedProduct.addMember (eMathOp); } else s_aLogger.error (""Unsupported child of "" + ECSSNodeType.getNodeName (aChildNode, m_eVersion) + "": "" + ECSSNodeType.getNodeName (aChildChildNode, m_eVersion)); } ret.addMember (new CSSExpressionMemberMathUnitProduct (aNestedProduct)); } } else if (ECSSNodeType.MATHPRODUCTOPERATOR.isNode (aChildNode, m_eVersion)) { final String sText = aChildNode.getText (); final ECSSMathOperator eMathOp = ECSSMathOperator.getFromNameOrNull (sText); if (eMathOp == null) s_aLogger.error (""Failed to parse math product operator '"" + sText + ""'""); else ret.addMember (eMathOp); } else s_aLogger.error (""Unsupported child of "" + ECSSNodeType.getNodeName (aNode, m_eVersion) + "": "" + ECSSNodeType.getNodeName (aChildNode, m_eVersion)); }  return ret; } "	1	0	1	1	0	0
"@Override public <O extends Output> void canceledBuilderRequiredBuilderFailed(BuildRequest<?, O, ?, ?> req, BuildUnit<O> unit, RequiredBuilderFailed e) { log.error(""Builder failed"", e.getCause()); } "	0	0	0	1	0	0
public void interact(Npcs.Option option) { Menu.interact(this, option.getActionId()); } 	1	0	1	0	0	0
"@Override public void onCreate(Bundle savedInstanceState) { super.onCreate(savedInstanceState); setContentView(R.layout.activity_synchro_video);  context = this;  //main surfaceview SurfaceView main_surface = (SurfaceView) findViewById(R.id.main_surface); mRecorder = new VideoRecorder(this, movie_time, sava_dir, main_surface, getResources());  //sub surfaceview mOverLaySurfaceView = (SurfaceView) findViewById(R.id.sub_surface); mOverLayHolder = mOverLaySurfaceView.getHolder(); mOverLayHolder.setFormat(PixelFormat.TRANSLUCENT);//ここで半透明にする mPreviewCallback = new PreviewSurfaceViewCallback(context); mOverLayHolder.addCallback(mPreviewCallback); mOverLaySurfaceView.setVisibility(SurfaceView.INVISIBLE);  try { File dir_save = new File(sava_dir); dir_save.mkdir(); } catch (Exception e) { Toast.makeText(context, ""e:"" + e, Toast.LENGTH_SHORT).show(); }  //Start button btn_start = (Button)findViewById(R.id.btn_start); btn_start.setOnClickListener(new View.OnClickListener() { @Override public void onClick(View v) { if (mRecorder != null) { is_playing = true; btn_start.setVisibility(View.INVISIBLE); btn_stop.setVisibility(View.VISIBLE); mRecorder.start(); } } });  //Recording stop btn_stop = (Button)findViewById(R.id.btn_stop); btn_stop.setOnClickListener(new View.OnClickListener() { @Override public void onClick(View v) { is_playing = false; btn_start.setVisibility(View.VISIBLE); btn_stop.setVisibility(View.INVISIBLE); mRecorder.stop(); } });    Team mTeam1 = new Team(context, (ListView) findViewById(R.id.our_team_list), our_member_num); Team mTeam2 = new Team(context, (ListView) findViewById(R.id.opposing_team_list), opp_member_num); mEventLogger = new EventLogger(context,(ListView) findViewById(R.id.event_log));  findViewById(R.id.shoot_success_2p).setOnClickListener(new View.OnClickListener() { @Override public void onClick(View v) { recordEvent(2,1,""shoot"");//1:point,2:is success?,3:event name if(is_scoresheetview) setScoresheet(); } }); findViewById(R.id.shoot_success_3p).setOnClickListener(new View.OnClickListener() { @Override public void onClick(View v) { recordEvent(3,1,""shoot"");//1:point,2:is success?,3:event name if(is_scoresheetview) setScoresheet(); } }); findViewById(R.id.shoot_failed_2p).setOnClickListener(new View.OnClickListener() { @Override public void onClick(View v) { recordEvent(2,0,""shoot"");//1:point,2:is success?,3:event name } }); findViewById(R.id.shoot_failed_3p).setOnClickListener(new View.OnClickListener() { @Override public void onClick(View v) { recordEvent(3,0,""shoot"");//1:point,2:is success?,3:event name } }); findViewById(R.id.foul).setOnClickListener(new View.OnClickListener() { @Override public void onClick(View v) { recordEvent(0,1,""foul""); } });  is_scoresheetview = false; findViewById(R.id.chenge_scoresheet_and_eventlog).setOnClickListener(new View.OnClickListener() { @Override public void onClick(View view) { LinearLayout menu = (LinearLayout) findViewById(R.id.menu); if(!is_scoresheetview) { LinearLayout eventlog = (LinearLayout) findViewById(R.id.menu_log); menu.removeView(eventlog); getLayoutInflater().inflate(R.layout.score_sheet, menu);  setScoresheet(); is_scoresheetview = true; }else{ LinearLayout scoresheet = (LinearLayout) findViewById(R.id.scoresheet); menu.removeView(scoresheet); getLayoutInflater().inflate(R.layout.event_log, menu); mEventLogger = new EventLogger(context,(ListView) findViewById(R.id.event_log)); is_scoresheetview = false; } } }); } "	1	1	1	0	1	0
@Override public IBlockState getStateFromMeta(int meta) {  if (meta >= 0 || meta < EnumType.values().length) { return this.getDefaultState().withProperty(VARIANT, EnumType.values()[meta]); } return getDefaultState(); } 	1	0	1	1	0	0
protected void updateServer(boolean limit) { if (optOut || offline) { return; }  if (!uploadingCurrently.getAndSet(true)) { DatabaseHelper dbHelper = DatabaseHelper.getDatabaseHelper(context); try { int batchLimit = limit ? (backoffUpload ? backoffUploadBatchSize : eventUploadMaxBatchSize) : -1;  List<JSONObject> events = dbHelper.getEvents(getLastEventId(), batchLimit).second; List<JSONObject> identifys = dbHelper.getIdentifys(getLastIdentifyId(), batchLimit).second; int numEvents = Math.min(batchLimit, events.size() + identifys.size());  final Pair<Pair<Long, Long>, JSONArray> merged = mergeEventsAndIdentifys( events, identifys, numEvents); final long maxEventId = merged.first.first; final long maxIdentifyId = merged.first.first; final String mergedEvents = merged.second.toString();  httpThread.post(new Runnable() { @Override public void run() { makeEventUploadPostRequest(new OkHttpClient(), mergedEvents, maxEventId, maxIdentifyId); } }); } catch (JSONException e) { uploadingCurrently.set(false); Log.e(TAG, e.toString()); } } } 	1	0	1	1	0	0
public void clearCache () {  mSrcTime.clear ();    mSrcTimeFieldState.setState  (MamdaFieldState.NOT_INITIALISED); mActTime.clear ();    mActTimeFieldState.setState  (MamdaFieldState.NOT_INITIALISED); mSendTime.clear();    mSendTimeFieldState.setState (MamdaFieldState.NOT_INITIALISED); mLineTime.clear();    mLineTimeFieldState.setState (MamdaFieldState.NOT_INITIALISED);  mIssueSymbol.setValue (null);  mIssueSymbolFieldState.setState (MamdaFieldState.NOT_INITIALISED); mPartId.setValue      (null);  mPartIdFieldState.setState      (MamdaFieldState.NOT_INITIALISED); mSymbol.setValue      (null);  mSymbolFieldState.setState      (MamdaFieldState.NOT_INITIALISED);  mUncrossPrice.clear     (); mUncrossVolume.setValue (0); mUncrossPriceInd.set    (MamdaUncrossPriceInd.UNCROSS_NONE);  mUncrossPriceFieldState.setState    (MamdaFieldState.NOT_INITIALISED); mUncrossVolumeFieldState.setState   (MamdaFieldState.NOT_INITIALISED); mUncrossPriceIndFieldState.setState (MamdaFieldState.NOT_INITIALISED); } 	1	1	1	0	1	0
"private String getTagsFromArticle(Article article) { String tagsString = """"; if (!(article.getName() == null)| !(article.getName().equals(""""))) { String[] tempTags = article.getName().split(""[ ]+""); for (String currentTag : tempTags) { tagsString += currentTag + "", ""; } tagsString = tagsString.substring(0,tagsString.length()-1); } else { throw new IllegalArgumentException(""Name tag is empty""); } return tagsString; } "	1	0	1	1	0	0
"public static UpdateInfo isUpdateAvailable(URL repoBaseURL, String mavenGroupID, String mavenArtifactID, String mavenClassifier) { String savedSetting = updatePrefs.getPreference(latestSeenVersionPrefKey, """"); UpdateInfo res = null; try { System.out.println(""Checking for updates...""); res = getLatestUpdateInfo(repoBaseURL, mavenGroupID, mavenArtifactID, mavenClassifier);  Version currentVersion = new Version(Common.getAppVersion()); Version savedVersion = null; try { savedVersion = new Version(savedSetting); } catch (IllegalArgumentException e) { // No update was ever ignored by the user so use the current // version as the savedVersion savedVersion = currentVersion; }  if (res.toVersion.compareTo(savedVersion) == 1 || savedSetting.equals("""")) { // new update found System.out.println(""Update available!""); System.out.println(""Version after update: "" + res.toVersion.toString()); System.out.println(""Filesize:             "" + res.fileSizeInMB + ""MB""); res.showAlert = true; } else if (res.toVersion.compareTo(currentVersion) == 1) { // found update that is ignored System.out.println(""Update available (Update was ignored by the user)!""); System.out.println(""Version after update: "" + res.toVersion.toString()); System.out.println(""Filesize:             "" + res.fileSizeInMB + ""MB""); } else { System.out.println(""No update found.""); } } catch (JDOMException | IOException e) { // TODO Auto-generated catch block e.printStackTrace(); }  return res; } "	1	0	1	1	0	0
private static <T extends Selectable> Matches<T> findMatches(Collection<T> collection, boolean complete, String... tokens) { List<T> listOfMatches = new ArrayList<T>(); // Do not start with 0, as this would gather all Articles if the query did not match any Article. double maximumSimilarity = 1e-6; for (T candidate : collection) { String[] titleWords = split(candidate.getName().getSingular()); int matches = countMatches(tokens, titleWords); if (!complete || matches == tokens.length) { double matchesOverTitleWords = matches / (double) titleWords.length; double matchesOverSearchArgs = matches / (double) tokens.length; double similarity = DungeonMath.mean(matchesOverTitleWords, matchesOverSearchArgs); int comparisonResult = DungeonMath.fuzzyCompare(similarity, maximumSimilarity); if (comparisonResult > 0) { maximumSimilarity = similarity; listOfMatches.clear(); listOfMatches.add(candidate); } else if (comparisonResult == 0) { listOfMatches.add(candidate); } } } return Matches.fromCollection(listOfMatches); } 	1	0	1	1	0	0
@Override protected void writeImpl(AionConnection con) { writeH(skillId); if (skillId >= 30001 && skillId <= 30003 || skillId >= 40001 && skillId <= 40010) { writeC(0); writeC(0); } else if (isStigma) { writeC(1); writeC(1); } else if (isLinked) { writeC(1); writeC(3); } else { // remove skills active or passive writeC(skillLevel); } } 	1	1	1	0	1	0
"private String getModifiedFieldName(String fieldName) { return fieldName.replace(SCHEMA_NAMESPACE_NAME_SEPARATOR, ""_""); } "	0	0	0	1	0	0
"private void log(String message) { System.out.println(""EntryController : "" + message); } "	0	0	0	1	0	0
@Override public boolean isAvailable(final IContext context) { final ICustomContext customCtx = (ICustomContext)context; final PictogramElement[] pes = customCtx.getPictogramElements(); if(customCtx.getPictogramElements().length < 1 || !(customCtx.getPictogramElements()[0] instanceof Connection)) { return false; }  // Check that the shape represents a subcomponent and that the subcomponent is not owned by the classifier represented by the shape's container final Connection connection = (Connection)pes[0]; final Object bo = bor.getBusinessObjectForPictogramElement(connection); final ComponentImplementation ci = getComponentImplementation(connection); return bo instanceof org.osate.aadl2.Connection && ci != null && ((org.osate.aadl2.Connection)bo).getContainingClassifier() != ci; } 	0	0	0	1	0	0
"private static void importPreferences(final String file) { final Path importFile = getPreferenceFile(file);  if (Files.isReadable(Paths.get(file))) { Logger.getLogger(PortablePreferences.class.getName()).info(""Importing preferences"");  try (final InputStream is = Files.newInputStream(importFile)) { Preferences.importPreferences(is); } catch (final InvalidPreferencesFormatException | IOException e) { System.err.println(""Preferences file "" + importFile.toString() + "" could not be read""); Logger.getLogger(PortablePreferences.class.getName()).log(Level.SEVERE, e.toString(), e); } } else { System.err.println(""Preferences file "" + importFile.toString() + "" was not found""); } } "	1	0	1	0	0	0
"private void printColumnIdentifiers(final int edgeLength) { StringBuilder headlineBuilder = new StringBuilder(offset(edgeLength)); for (int i = 1; i <= edgeLength; i++) { if(i < 10){ headlineBuilder.append("" "").append(i).append("" ""); } else { headlineBuilder.append(i).append("" ""); } } logger.info(headlineBuilder.toString()); } "	0	0	0	1	0	0
"void method(Throwable t) { logger.info(""My message is {}"", t.getMessage(), t); logger.info(""My {} is {}"", ""message"", t.getMessage(), t); logger.info(""My {} {} {}"", new Object[]{ ""message"", ""is"", t.getMessage(), t }); } "	0	0	0	1	0	0
"private void checkInit() { Preconditions.checkState(!initialised, ""unable to modify already initialised instance""); } "	0	0	0	1	0	0
@Override public GreenMailUser setUser(String email, String login, String password) { GreenMailUser user = managers.getUserManager().getUser(email); if (null == user) { try { user = managers.getUserManager().createUser(email, login, password); } catch (UserException e) { throw new RuntimeException(e); } } else { user.setPassword(password); } return user; } 	1	0	1	0	0	0
"public static String generateCreateDDL(Class<?> tableClass) { Table t = tableClass.getAnnotation(Table.class); if (t == null) { throw new ORMException(""No mapping to "" + tableClass + "", did you forget add @Table to your class?""); } StringBuilder sb = new StringBuilder(); sb.append(""CREATE TABLE ""); sb.append(t.name()); sb.append("" IF NOT EXISTS (""); sb.append(LF); List<ColumnWrap> list = Mapping.getInstance().getColumns(tableClass); for (ColumnWrap cw : list) { sb.append(new ColumnMeta(cw.getColumn()).toSQL()).toString(); sb.append("", ""); sb.append(LF); } int len = sb.length() - 2; len = len - LF.length(); sb.delete(len, sb.length()); sb.append("")""); sb.append(LF); return (sb.toString()); } "	1	1	1	0	1	0
public void addChat(String chatId) { if (chats == null) { chats = new ArrayList<>(); }  chats.add(chatId);  FirebaseProviderUtils.insertOrUpdateModel(this, null); } 	1	0	1	0	0	0
public void updateValueData(JsonArray valueArray) { Value val = ValueUtils.toValue(valueArray.get(0), (String) valueArray.get(1));  if (val.getType().getRawName().equals(node.getValueType().getRawName())) { node.setValueType(val.getType()); }  node.setValue(val); } 	1	0	1	1	0	0
"public static boolean writeToFile(String fileName, String exportString, Context context) { //write built string to txt file try { File root = new File(Environment.getExternalStorageDirectory() + File.separator + ""Votenote"" + File.separator); root.mkdirs(); if (root.exists()) { File writeoutFile = new File(root, fileName + "".csv""); FileWriter writer = new FileWriter(writeoutFile); Log.i(""exporter"", writer.getEncoding()); writer.append(exportString.toString()); writer.flush(); writer.close(); Toast.makeText(context, ""Datei unter "" + writeoutFile.getAbsolutePath() + "" gespeichert."", Toast.LENGTH_LONG).show(); } else { Toast.makeText(context, ""Ordner konnte nicht erstellt werden!"", Toast.LENGTH_SHORT).show(); } } catch (IOException e) { e.printStackTrace(); String exportError = e.getMessage(); Toast.makeText(context, ""Export konnte nicht geschrieben werden!"", Toast.LENGTH_SHORT).show(); Log.w(""exporter"", ""ioexception: "" + exportError); return false; } return true; } "	1	1	1	1	1	0
@Override public Observable<Boolean> toggleFavoriteStatusForEvent ( ScheduleItemDTO scheduleItemDTO, IScheduleableItem favoriteView, IScheduleableInteractor interactor ) { Boolean isFavorite = interactor.isEventFavoriteByLoggedMember(scheduleItemDTO.getId()); return isFavorite ? removeEventFromFavorites(scheduleItemDTO, favoriteView, interactor) : addEven2Favorites(scheduleItemDTO, favoriteView, interactor); } 	0	0	0	1	0	0
"@Override protected void run(Bootstrap bootstrap, Namespace namespace, StrowgrConfiguration strowgrConfiguration) throws Exception { CloseableHttpClient httpClient = HttpClients.createDefault();  NSQHttpClient nsqHttpClient = new NSQHttpClient(""http://"" + strowgrConfiguration.getNsqProducerFactory().getHost() + "":"" + strowgrConfiguration.getNsqProducerFactory().getHttpPort(), httpClient); ConsulRepository consulRepository = strowgrConfiguration.getConsulRepositoryFactory().build();  // ports Optional<Boolean> portsInitialized = consulRepository.initPorts(); if (portsInitialized.orElse(Boolean.FALSE)) { LOGGER.info(""key/value for ports is initialized in repository""); } else { LOGGER.warn(""key/value for ports can't be initialized (already done?).""); }  // initialize haproxy producer queue for (String prefix : Arrays.asList(""commit_requested_"", ""deleted_requested_"")) { String topicName = prefix + namespace.getString(""haproxy-name""); if (nsqHttpClient.createTopic(topicName)) { LOGGER.info(""topic {} has been initialized on nsqd"", topicName); } else { LOGGER.info(""topic {} can't be initialized on nsqd"", topicName); } }  // initialize vip of an haproxy cluster if (namespace.get(""vip"") != null) { consulRepository.setHaproxyVip(namespace.get(""haproxy-name""), namespace.get(""vip"")); } } "	0	0	0	1	0	0
"private ExpressionUrlAuthorizationConfigurer<HttpSecurity>.ExpressionInterceptUrlRegistry configureSimpleSecurity( ExpressionUrlAuthorizationConfigurer<HttpSecurity>.ExpressionInterceptUrlRegistry security) { for (String rule : authorizationConfig.getRules()) { Matcher matcher = AUTHORIZATION_RULE.matcher(rule); Assert.isTrue(matcher.matches(), String.format( ""Unable to parse security rule [%s], expected format is 'HTTP_METHOD ANT_PATTERN => SECURITY_ATTRIBUTE(S)'"", rule));  HttpMethod method = HttpMethod.valueOf(matcher.group(1).trim()); String urlPattern = matcher.group(2).trim(); String attribute = matcher.group(3).trim();  logger.error("">>>>Authorization '{}' | '{}' | '{}'"", method, attribute, urlPattern); security = security.antMatchers(method, urlPattern).access(attribute); } return security; } "	0	0	0	1	0	0
public static int multiply(int c1, int c2){ return multiply(getR(c1), getG(c1), getB(c1), getR(c2), getG(c2), getB(c2)); } 	0	0	0	1	0	0
"@Override public void getUsersByNumbers(List<String> phoneNums, OnGetNumbersCallback onGetNumbersCallback) { ParseQuery<ParseUser> query = ParseUser.getQuery(); query.whereContainedIn(""phone"", phoneNums); query.findInBackground(new CallbackGetNumbers(onGetNumbersCallback)); } "	0	0	0	1	1	0
"public static String listCountriesToString(List<Country> list){ String cadena=""""; if (list != null || !list.isEmpty()){ for (Country country : list) { cadena += country.getcountryName()+"", ""; } /* quita la coma y espacio final */ cadena += "".""; cadena = cadena.replace("", ."", """"); } return cadena;  } "	1	1	1	1	1	0
"private void addJars(Path jarFileDir, String jarFileList) throws IOException { LocalFileSystem lfs = FileSystem.getLocal(conf); for (String jarFile : SPLITTER.split(jarFileList)) { Path srcJarFile = new Path(jarFile); FileStatus[] fileStatusList = lfs.globStatus(srcJarFile); for (FileStatus status : fileStatusList) { // DistributedCache requires absolute path, so we need to use makeQualified. Path destJarFile = new Path(this.fs.makeQualified(jarFileDir), status.getPath().getName()); // Copy the jar file from local file system to HDFS this.fs.copyFromLocalFile(status.getPath(), destJarFile); // Then add the jar file on HDFS to the classpath LOG.info(String.format(""Adding %s to classpath"", destJarFile)); DistributedCache.addFileToClassPath(destJarFile, this.conf, this.fs); } } } "	1	0	1	1	0	0
"@Override public HashMap<TeamDraftOrder, PlayerDataSet> getAutoPickWizards() { String sql = ""SELECT * FROM autoPickWizards"";  HashMap<TeamDraftOrder, PlayerDataSet> autoPickWizards = new HashMap<>();  ResultSet resultSet = null; try { resultSet = executeQuery(sql); while (resultSet.next()) { TeamDraftOrder teamDraftOrder = getDraftOrderByTeamId(new TeamId(resultSet.getInt(""teamID"")));  String dataSetName = resultSet.getString(""WizardTable"");  if (dataSetName != null) { Optional<PlayerDataSet> dataSet = PlayerDataSet.getDataSetWithName(dataSetName);  if (!dataSet.isPresent()) { throw new RuntimeException(""Team "" + teamDraftOrder + "" is linked to unrecognized DataSet '"" + dataSetName + ""'.""); }  autoPickWizards.put(teamDraftOrder, dataSet.get()); } }  } catch (DataSourceException | SQLException e) { logger.log(Level.SEVERE, ""Couldn't fetch team selections for which auto-pick source to use. Using default of CBSSPORTS, as backup.""); } finally { close(resultSet); }  return autoPickWizards; } "	0	0	0	1	1	0
"private List<QueueControl> getQueues(final DurabilityType durability) { try { List<QueueControl> matchingQueues = new ArrayList<>(); String[] queues = getQueueNames(); for (String queue : queues) { QueueControl coreQueueControl = (QueueControl) managementService.getResource(ResourceNames.QUEUE + queue);  // Ignore the ""special"" subscription if (coreQueueControl != null && !coreQueueControl.getName().equals(getAddress())) { if (durability == DurabilityType.ALL || durability == DurabilityType.DURABLE && coreQueueControl.isDurable() || durability == DurabilityType.NON_DURABLE && !coreQueueControl.isDurable()) { matchingQueues.add(coreQueueControl); } } } return matchingQueues; } catch (Exception e) { return Collections.emptyList(); } } "	1	0	1	0	0	0
"private PaginationViewModel createPaginationData(final int currentPage, final int displayedPages, final PagedResult<ProductProjection> searchResult) { final Http.Context context = new Http.Context(new Http.RequestBuilder() .uri(QueryStringUtils.buildUri(URL_PATH, buildQueryString(currentPage))) .build()); final Configuration configuration = new Configuration(singletonMap(""pop.pagination.displayedPages"", displayedPages)); return new TestablePaginationViewModelFactory(new ConfigurablePaginationSettings(configuration), context).create(searchResult); } "	1	1	1	0	1	0
"public static String prependWebContextRoot(String postfixUrl) { String webContext = CarbonUtils.getServerConfiguration().getFirstProperty(""WebContextRoot""); if (webContext != null && !webContext.equals(""/"")) { postfixUrl = webContext + postfixUrl; } return postfixUrl; } "	1	1	1	1	1	0
"private void reCreateDatabaseOnFirstStart() { kvr.reCreateKeyValueTable(); uer.reCreateUebungenTable(); psr.reCreatePlaylistSongsTable(); str.reCreateUebungenTable(); prep.reCreatePlanTable(); phasenRep.reCreatePhasenTable(); kvr.insertKeyValue(""firstStart"", ""false""); Log.wtf(""Database0OnFirstStart?"", ""reCreatedDatabaseOnFirstStart""); } "	0	0	0	1	1	0
"@Override public void initialize() { LOG.info(""Initializing "" + getClass().getSimpleName()); watcher.addFileListener(file -> { fileRepository.deleteByFileName(file); files.add(file); uploadQueue.add(file); }); registerInitial(); LOG.info(""Initialized "" + getClass().getSimpleName()); } "	0	1	0	0	0	0
